module_short_name,module_code,type,label,description,additional_info
,,,,,
,,,,,
,,,,,
CODING FOR LIFE SCIENCES,LIFE733,SKILL,S1,"âCommunication, listening and questioning respecting others, contributing to discussions, communicating in a foreign language, influencing, presentations",
CODING FOR LIFE SCIENCES,LIFE733,SKILL,S2,"âTeam (group) working respecting others, co-operating, negotiating / persuading, awareness of interdependence with others",
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MRES RESEARCH PROJECT 2,LIFE736,SKILL,S1,"Literacy: Application of literacy, ability to produce clear, structured written work",
MRES RESEARCH PROJECT 2,LIFE736,SKILL,S2,Problem solving/Critical thinking/Creativity: Analysing facts and situations and applying creative thinking to develop appropriate solutions,
MRES RESEARCH PROJECT 2,LIFE736,SKILL,S3,"Communication: Listening and questioning, respecting others, contributing to discussions, influencing, delivering clear presentations",
MRES RESEARCH PROJECT 2,LIFE736,SKILL,S4,"Organisation/Self-management/Independence/Leadership: Readiness to accept responsibility, flexibility, resilience, self-starting, using initiative, integrity, willingness to take risks, appropriate assertiveness, time management, readiness to improve own performance based on feedback/reflective learning",
MRES RESEARCH PROJECT 2,LIFE736,SKILL,S5,"Planning/Compliance: Plan, manage and execute research within ethical, health and safety, and research governance frameworks",
,,,,,
,,,,,
,,,,,
,,,,,
Cellular Biotech and Imaging,LIFE749,SKILL,S1,Scientific Communication,
Cellular Biotech and Imaging,LIFE749,SKILL,S2,Scientific Technical Ability,
Cellular Biotech and Imaging,LIFE749,SKILL,S3,Digital Fluency,
Cellular Biotech and Imaging,LIFE749,SKILL,S4,Critical Thinking,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Emerging Infections and Pandemics,LIFE751,SKILL,S1,"Deal with complex issues both systematically and creatively, and communicate their conclusions clearly to audiences",
Emerging Infections and Pandemics,LIFE751,SKILL,S2,Develop transferable skills; exercising initiative; independent-learning ability; digital fluency,
,,,,,
,,,,,
,,,,,
,,,,,
Computational Biology,LIFE752,SKILL,S1,Written communication,
Computational Biology,LIFE752,SKILL,S2,Think critically,
Computational Biology,LIFE752,SKILL,S3,Problem solving,
Computational Biology,LIFE752,SKILL,S4,Biological Interpretation,
Computational Biology,LIFE752,SKILL,S5,IT skills,
,,,,,
,,,,,
,,,,,
Proteomics Metabolomics and Data Analysis,LIFE754,SKILL,S1,Problem Solving Skills,
Proteomics Metabolomics and Data Analysis,LIFE754,SKILL,S2,Communication Skills â Professional Report Writing,
Proteomics Metabolomics and Data Analysis,LIFE754,SKILL,S3,Coding and Statistical Analysis,
,,,,,
,,,,,
,,,,,
,,,,,
Synthetic Biology and Biotechnology,LIFE756,SKILL,S1,Scientific communication,
Synthetic Biology and Biotechnology,LIFE756,SKILL,S2,"Analyse, synthesize, evaluate and interpret information from a variety of sources in a critical manner",
Synthetic Biology and Biotechnology,LIFE756,SKILL,S3,Critical thinking,
Synthetic Biology and Biotechnology,LIFE756,SKILL,S4,Team work,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
STATISTICS FOR BIOLOGICAL RES.,LIFE763,SKILL,S1,"âNumeracy (application of) manipulation of numbers, general mathematical awareness and its application in practical contexts (eg measuring, weighing, estimating and applying formulae);",
STATISTICS FOR BIOLOGICAL RES.,LIFE763,SKILL,S2,"âProblem solving, critical thinking, creativity; analysing facts and situations and applying creative thinking to develop appropriate solutions.",
,,,,,
,,,,,
,,,,,
,,,,,
ExperimentalMedClinPharm,LIFE764,SKILL,S1,"Deal with complex issues both systematically and creatively, and communicate their conclusions clearly to audiences",
ExperimentalMedClinPharm,LIFE764,SKILL,S2,Develop transferable skills; exercising initiative; independent-learning ability; digital fluency,
,,,,,
,,,,,
,,,,,
Pharmaceutical Toxicology,LIFE765,SKILL,S1,"Deal with complex issues both systematically and creatively, and communicate their conclusions clearly",
Pharmaceutical Toxicology,LIFE765,SKILL,S2,Develop transferable skills; exercising initiative; independent-learning ability; digital fluency,
,,,,,
,,,,,
,,,,,
,,,,,
Drug Delivery and Advanced Therapeutics,LIFE766,SKILL,S1,"Deal with complex issues both systematically and creatively, and communicate their conclusions clearly",
Drug Delivery and Advanced Therapeutics,LIFE766,SKILL,S2,Develop transferable skills; exercising initiative; independent-learning ability; digital fluency.,
