student_id,programme,types,keywords,prerequisites
201630100,Biological and Medical Sciences,"Laboratory,Field,Data analysis,Bioinformatics,Journalism","Clinical drug development,Cancer cell signalling,Drug safety,Cell signalling,Calcium regulation","LIFE201,LIFE202,LIFE204,LIFE206,LIFE207,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201630790,Anatomy and Human Biology,"Laboratory,Journalism,Field,Health Research,Data analysis","Cancer immunology,Gastrointestinal infections,Cardiac electrophysiology,Biomechanics,Anatomy","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201630804,Zoology,"Field,Laboratory,Grant proposal,Systematic Review,GIS analysis","Conservation  biology and environmental change,Animal behaviour,Ecology,Evolution and adaptation,Wildlife and zoonotic disease","LIFE211,LIFE212,LIFE213,LIFE214,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201631174,Bioveterinary Sciences,"Laboratory,Health Research,Field,Image analysis,Meta-analysis","Infection biology,Wildlife and zoonotic disease,Parasitology and vector borne disease,Animals in society,Musculoskeletal ageing","LIFE212,LIFE215,LIFE216,LIFE217,LIFE223,LIFE227,LIFE230,LIFE237,LIFE239,LIFE240"
201631309,Bioveterinary Sciences,"Field,School,Laboratory,Image analysis,Outreach","Infection biology,Development,Working with local schools,Anatomy,Animal welfare research","LIFE212,LIFE213,LIFE214,LIFE215,LIFE216,LIFE217,LIFE227,LIFE230,LIFE237,LIFE239"
201631548,Anatomy and Human Biology,"Field,Image analysis,Outreach,Journalism,Health Research","Cancer outreach,Emerging infections and pandemic threats,Ophtalmology - image analysis,Drug discovery,Infection biology","LIFE202,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201632004,Biological Sciences,"Laboratory,Bioinformatics,Computer modelling,Systematic Review,Grant proposal","Cancer cell signalling,Cancer genetics,Protein structure and function,Drug discovery,Cancer immunology","LIFE201,LIFE202,LIFE206,LIFE207,LIFE209,LIFE223,LIFE227,LIFE232,LIFE233,LIFE234"
201632131,Biological and Medical Sciences,"Journalism,Meta-analysis,Data analysis,Systematic Review,Computer modelling","One health,Evolution and adaptation,Global health,Protein structure and function,Emerging infections and pandemic threats","LIFE201,LIFE202,LIFE204,LIFE206,LIFE207,LIFE223,LIFE225,LIFE227,LIFE228,LIFE234"
201632155,Biochemistry,"Bioinformatics,Computer modelling,Image analysis,Data analysis,Computational project","Systems pharmacology and information science,Neurobiology and Neuropathology,Cell signalling,Bioinformatics,Drug discovery","LIFE201,LIFE202,LIFE203,LIFE207,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201632347,Anatomy and Human Biology,"Laboratory,Health Research,Image analysis,Meta-analysis,Systematic Review","Neurobiology and Neuropathology,Anatomy,Cardioprotection,Musculoskeletal ageing,Musculoskeletal biology","LIFE204,LIFE218,LIFE219,LIFE220,LIFE235"
201632760,Biochemistry,"Laboratory,Bioinformatics,Systematic Review,Health Research,Field","Musculoskeletal ageing,Pre-clinical drug development,Drug discovery,Cardiotoxicity,Drug safety","LIFE201,LIFE202,LIFE203,LIFE207,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201632936,Bioveterinary Sciences,"Bioinformatics,Health Research,Field,Laboratory,Journalism","Wildlife and zoonotic disease,Anatomy,Companion animals  and health data,Neurobiology and Neuropathology,Ruminant health and welfare","LIFE211,LIFE212,LIFE215,LIFE216,LIFE217,LIFE230,LIFE239"
201633145,Biological and Medical Sciences,"Laboratory,Data analysis,Meta-analysis,Health Research,Systematic Review","Neurobiology and Neuropathology,Molecular cell biology,Cell signalling,Cancer genetics,Drug discovery","LIFE201,LIFE202,LIFE204,LIFE206,LIFE207,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237"
201634364,Biological and Medical Sciences,"Systematic Review,Laboratory,Health Research,Grant proposal,Data analysis","Cancer medicine,Cancer immunology,Infection biology,Cancer microenvironment,Respiratory infections","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE228,LIFE229"
201634507,Biological and Medical Sciences,"Health Research,Laboratory,Data analysis,Market Analysis,Systematic Review","Sepsis and acute inflammatory conditions,Drug safety,Anatomy,Musculoskeletal biology,Global health","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE236"
201634585,Zoology,"Field,Laboratory,Data analysis,Grant proposal,Health Research","Conservation  biology and environmental change,Wildlife and zoonotic disease,Evolution and adaptation,Animal behaviour,Host-microbe biology and co-evolution","LIFE211,LIFE212,LIFE213,LIFE214,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201635170,Zoology,"Field,Outreach,Education Research,Journalism,Laboratory","Conservation  biology and environmental change,Animal behaviour,Evolution and adaptation,Animals in society,Companion animals  and health data","LIFE211,LIFE212,LIFE213,LIFE223,LIFE230,LIFE238,LIFE243"
201635196,Biological Sciences,"Laboratory,Field,Data analysis,Bioinformatics,Meta-analysis","Cancer genetics,Conservation  biology and environmental change,Cancer cell signalling,Parasitology and vector borne disease,Wildlife and zoonotic disease","LIFE201,LIFE202,LIFE208,LIFE214,LIFE221,LIFE223,LIFE227,LIFE233,LIFE238,LIFE242"
201635552,Anatomy and Human Biology,"Laboratory,Field,Health Research,Journalism,Data analysis","Biomechanics,Musculoskeletal biology,Anatomy,Neurobiology and Neuropathology,Musculoskeletal ageing","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201635873,Anatomy and Human Biology,"Health Research,Market Analysis,Education Research,Grant proposal,Meta-analysis","Anatomy,Systems pharmacology and information science,Designing educational resources,Working with local schools,Educational research","LIFE204,LIFE207,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE234,LIFE235"
201636218,Biological Sciences,"Meta-analysis,Health Research,Grant proposal,Computational project,Field","Neurobiology and Neuropathology,Cell signalling,Calcium regulation,Drug discovery,Cardiac electrophysiology","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE229,LIFE232,LIFE234"
201636363,Microbiology and Infection,"Field,Journalism,Systematic Review,Laboratory,Health Research","Emerging infections and pandemic threats,Global health,Parasitology and vector borne disease,Host-microbe biology and co-evolution,Infection biology","LIFE208,LIFE209,LIFE210,LIFE216,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201636599,Anatomy and Human Biology,"Systematic Review,Health Research,Meta-analysis,Laboratory,Data analysis","Cardiotoxicity,Cancer medicine,Cardiac electrophysiology,Cardioprotection,Neurobiology and Neuropathology","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201636636,Biological and Medical Sciences,"Market Analysis,Outreach,Journalism,Education Research,Laboratory","Global health,Emerging infections and pandemic threats,Parasitology and vector borne disease,Infection biology,One health","LIFE202,LIFE204,LIFE205,LIFE207,LIFE221,LIFE223,LIFE227,LIFE229,LIFE236,LIFE242"
201639766,Zoology,"Field,Journalism,Grant proposal,Education Research,Outreach","Conservation  biology and environmental change,Animal behaviour,Ecology,Evolution and adaptation,Designing educational resources","LIFE205,LIFE211,LIFE212,LIFE214,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201639819,Anatomy and Human Biology,"Laboratory,Health Research,Systematic Review,Meta-analysis,Outreach","Anatomy,Sepsis and acute inflammatory conditions,Gastrointestinal infections,Cardioprotection,Musculoskeletal ageing","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201639987,Zoology,"Field,Journalism,Education Research,Market Analysis,GIS analysis","Conservation  biology and environmental change,Ecology,Animal behaviour,Evolution and adaptation,Outreach and public engagement","LIFE211,LIFE212,LIFE213,LIFE214,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201640036,Biological and Medical Sciences,"Laboratory,Image analysis,Field,Outreach,Market Analysis","Neurobiology and Neuropathology,Musculoskeletal ageing,Drug safety,Pre-clinical drug development,Clinical drug development","LIFE202,LIFE204,LIFE206,LIFE207,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234,LIFE245"
201640551,Biological and Medical Sciences,"Laboratory,Grant proposal,Health Research,Education Research,Outreach","Clinical drug development,Emerging infections and pandemic threats,Gastrointestinal infections,Global health,Musculoskeletal ageing","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201640686,Zoology,"Field,Laboratory,Meta-analysis,Health Research,Outreach","One health,Animal behaviour,Wildlife and zoonotic disease,Conservation  biology and environmental change,Evolution and adaptation","LIFE211,LIFE212,LIFE213,LIFE214,LIFE215,LIFE223,LIFE230,LIFE238,LIFE243"
201640745,Biological Sciences,"Systematic Review,Health Research,Meta-analysis,Market Analysis,Journalism","Cardiotoxicity,Clinical drug development,Drug safety,Neurobiology and Neuropathology,Musculoskeletal ageing","LIFE202,LIFE204,LIFE205,LIFE206,LIFE207,LIFE223,LIFE227,LIFE229,LIFE232,LIFE234"
201640763,Biological Sciences,"Health Research,Market Analysis,Journalism,Outreach,Grant proposal","Cell signalling,Drug safety,Ophthalmology - in vitro model design,Drug discovery,Host-microbe biology and co-evolution","LIFE202,LIFE209,LIFE210,LIFE211,LIFE221,LIFE223,LIFE227,LIFE230,LIFE233,LIFE238"
201640928,Biological Sciences,"Meta-analysis,Systematic Review,Grant proposal,Data analysis,Health Research","Development,Cancer genetics,Multi-omics,Cancer cell signalling,Protein structure and function","LIFE201,LIFE202,LIFE204,LIFE207,LIFE208,LIFE223,LIFE226,LIFE227,LIFE229,LIFE232"
201640938,Biological Sciences,"Data analysis,Journalism,Meta-analysis,Market Analysis,Image analysis","Cell signalling,Anatomy,Infection biology,Musculoskeletal biology,Ophthalmology - in vitro model design","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE227,LIFE229,LIFE232,LIFE234"
201640957,Bioveterinary Sciences,"GIS analysis,Field,Data analysis,Health Research,Grant proposal","Parasitology and vector borne disease,Wildlife and zoonotic disease,Animals in society,Emerging infections and pandemic threats,Animal behaviour","LIFE211,LIFE212,LIFE215,LIFE216,LIFE217,LIFE223,LIFE227,LIFE230,LIFE237,LIFE239"
201641188,Biochemistry,"Market Analysis,Outreach,Field,Health Research,Journalism","Cancer genetics,Development,Drug discovery,Drug safety,Molecular cell biology","LIFE201,LIFE202,LIFE203,LIFE208,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201641233,Biological Sciences,"Education Research,Field,Bioinformatics,Laboratory,Journalism","Animal behaviour,Wildlife and zoonotic disease,Animal welfare research,Animals in society,Biomechanics","LIFE208,LIFE210,LIFE211,LIFE212,LIFE213,LIFE233"
201641614,Biochemistry,"Laboratory,Meta-analysis,Image analysis,Health Research,Field","Cardiotoxicity,Drug safety,Drug discovery,Sepsis and acute inflammatory conditions,Cancer genetics","LIFE201,LIFE202,LIFE203,LIFE207,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201642564,Microbiology and Infection,"Laboratory,Field,Systematic Review,Image analysis,Health Research","Drug discovery,Pre-clinical drug development,Clinical drug development,Emerging infections and pandemic threats,Oral Microbiology","LIFE202,LIFE208,LIFE209,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201643140,Biochemistry,"Health Research,Bioinformatics,Data analysis,Laboratory,Education Research","Drug discovery,Pre-clinical drug development,Cancer genetics,Systems pharmacology and information science,Bioinformatics","LIFE202,LIFE203,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201643691,Biological Sciences,"Image analysis,Health Research,Laboratory,Journalism,Outreach","Anatomy,Cardiac electrophysiology,Musculoskeletal biology,Neurobiology and Neuropathology,Respiratory infections","LIFE204,LIFE205,LIFE206,LIFE207,LIFE221,LIFE223,LIFE232,LIFE233"
201644797,Biological Sciences,"Market Analysis,Data analysis,Image analysis,Journalism,Health Research","Global health,Emerging infections and pandemic threats,Development,Drug discovery,Educational research","LIFE208,LIFE209,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE233,LIFE236"
201644829,Biological and Medical Sciences,"Journalism,Outreach,Image analysis,Grant proposal,Market Analysis","Emerging infections and pandemic threats,Gastrointestinal infections,Global health,Respiratory infections,Oral Microbiology","LIFE202,LIFE204,LIFE207,LIFE209,LIFE221,LIFE223,LIFE227,LIFE228,LIFE234,LIFE242"
201645166,Biological Sciences,"Systematic Review,GIS analysis,Field,Computer modelling,Meta-analysis","Evolution and adaptation,Conservation  biology and environmental change,Ecology,Plant ecology,Host-microbe biology and co-evolution","LIFE201,LIFE202,LIFE208,LIFE210,LIFE213,LIFE223,LIFE225,LIFE227,LIFE228,LIFE236"
201645738,Anatomy and Human Biology,"Data analysis,Laboratory,Image analysis,Systematic Review,Health Research","Neurobiology and Neuropathology,Cancer medicine,Musculoskeletal biology,Musculoskeletal ageing,Anatomy","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201645905,Microbiology and Infection,"Journalism,Systematic Review,Field,Health Research,Market Analysis","Respiratory infections,Sepsis and acute inflammatory conditions,Parasitology and vector borne disease,Emerging infections and pandemic threats,Global health","LIFE202,LIFE208,LIFE209,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201645920,Biological Sciences,"Field,Laboratory,Market Analysis,Outreach,Journalism","Conservation  biology and environmental change,Animals in society,Animal behaviour,Wildlife and zoonotic disease,Ecology","LIFE209,LIFE211,LIFE212,LIFE213,LIFE214,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201646358,Biological and Medical Sciences,"Field,Laboratory,Systematic Review,Market Analysis,Health Research","Musculoskeletal ageing,Emerging infections and pandemic threats,Drug safety,Respiratory infections,Cardiotoxicity","LIFE202,LIFE204,LIFE205,LIFE206,LIFE207,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201646384,Biological and Medical Sciences,"Laboratory,Journalism,Health Research,Bioinformatics,Data analysis","Gastrointestinal infections,Musculoskeletal ageing,Musculoskeletal biology,Cancer immunology,Bioinformatics","LIFE202,LIFE204,LIFE205,LIFE206,LIFE207,LIFE223,LIFE225,LIFE227,LIFE228,LIFE234"
201647336,Anatomy and Human Biology,"Health Research,Field,Education Research,Laboratory,School","Gastrointestinal infections,Sepsis and acute inflammatory conditions,Emerging infections and pandemic threats,Musculoskeletal ageing,Global health","LIFE218,LIFE219,LIFE220,LIFE229,LIFE235"
201648562,Biological Sciences,"Health Research,Data analysis,Systematic Review,Laboratory,Meta-analysis","Cancer genetics,Pre-clinical drug development,Clinical drug development,Cardiotoxicity,Drug safety","LIFE204,LIFE205,LIFE206,LIFE207,LIFE208,LIFE227,LIFE229,LIFE232,LIFE234"
201648768,Biological and Medical Sciences,"Journalism,Outreach,Grant proposal,Education Research,Market Analysis","Cancer immunology,Outreach and public engagement,Development,Cancer outreach,Educational research","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201649167,Biological and Medical Sciences,"Grant proposal,Systematic Review,Journalism,Laboratory,Outreach","Host-microbe biology and co-evolution,One health,Parasitology and vector borne disease,Global health,Ophthalmology - Tissue engineering and regenerative medicine","LIFE207,LIFE208,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE236"
201649207,Biological and Medical Sciences,"Market Analysis,Education Research,Health Research,Journalism,Data analysis","Global health,Emerging infections and pandemic threats,Drug safety,Ophthalmology - Tissue engineering and regenerative medicine,Sepsis and acute inflammatory conditions","LIFE202,LIFE204,LIFE206,LIFE209,LIFE223,LIFE225,LIFE227,LIFE229,LIFE236"
201649328,Biological Sciences,"Laboratory,Systematic Review,Meta-analysis,Data analysis,Bioinformatics","Cell signalling,Cancer cell signalling,Molecular cell biology,Systems pharmacology and information science,Practical curriculum development","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE224,LIFE227,LIFE234"
201649599,Zoology,"Field,Laboratory,Data analysis,Outreach,Journalism","Animal behaviour,Animal welfare research,Animals in society,Conservation  biology and environmental change,Ecology","LIFE211,LIFE212,LIFE213,LIFE214,LIFE217,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201649605,Biological and Medical Sciences,"Grant proposal,Journalism,Health Research,Laboratory,Outreach","Neurobiology and Neuropathology,Drug discovery,Drug safety,Human immunology,Cell signalling","LIFE202,LIFE204,LIFE206,LIFE207,LIFE236"
201649794,Zoology,"Field,School,Journalism,Education Research,Outreach","Ecology,Animal behaviour,Conservation  biology and environmental change,Working with local schools,Evolution and adaptation","LIFE211,LIFE212,LIFE213,LIFE214,LIFE222,LIFE223,LIFE230,LIFE233,LIFE243"
201649817,Biochemistry,"Laboratory,Computer modelling,Computational project,Bioinformatics,Data analysis","Protein structure and function,Structural biology,Multi-omics,Bioinformatics,Systems pharmacology and information science","LIFE201,LIFE202,LIFE203,LIFE207,LIFE223,LIFE227,LIFE237,LIFE242,LIFE245"
201649872,Biochemistry,"Laboratory,Bioinformatics,Systematic Review,Meta-analysis,Data analysis","Cancer cell signalling,Cancer immunology,Drug safety,Cardiotoxicity,Sepsis and acute inflammatory conditions","LIFE201,LIFE202,LIFE203,LIFE207,LIFE224,LIFE227,LIFE237,LIFE245"
201650055,Biological Sciences,"Outreach,Journalism,Field,Laboratory,Image analysis","Evolution and adaptation,Infection biology,Cell signalling,Animal behaviour,Outreach and public engagement","LIFE202,LIFE209,LIFE211,LIFE212,LIFE221,LIFE223,LIFE227,LIFE230,LIFE233,LIFE236"
201650301,Biochemistry,"Laboratory,Health Research,Meta-analysis,Data analysis,Image analysis","Drug safety,Infection biology,Cancer cell signalling,Drug discovery,Cell signalling","LIFE201,LIFE202,LIFE203,LIFE204,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201650327,Biological and Medical Sciences,"Meta-analysis,Laboratory,Systematic Review,Health Research,Data analysis","Cancer microenvironment,Cancer immunology,Cardiotoxicity,Oral Microbiology,Pre-clinical drug development","LIFE202,LIFE204,LIFE206,LIFE223,LIFE228,LIFE234"
201651128,Biological and Medical Sciences,"Meta-analysis,Data analysis,Health Research,Image analysis,Journalism","Gastrointestinal infections,Respiratory infections,Musculoskeletal biology,Cancer immunology,Emerging infections and pandemic threats","LIFE206,LIFE207,LIFE227,LIFE228,LIFE245"
201651936,Anatomy and Human Biology,"Laboratory,Health Research,Grant proposal,Meta-analysis,Systematic Review","Sepsis and acute inflammatory conditions,Cardiac electrophysiology,Infection biology,Cell signalling,Neurobiology and Neuropathology","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201652665,Biological Sciences,"Laboratory,Systematic Review,Health Research,Education Research,School","One health,Global health,Emerging infections and pandemic threats,Infection biology,Wildlife and zoonotic disease","LIFE202,LIFE208,LIFE209,LIFE210,LIFE221,LIFE223,LIFE225,LIFE227,LIFE228,LIFE236"
201652928,Biological Sciences,"Grant proposal,Market Analysis,Health Research,Journalism,Computational project","Global health,Emerging infections and pandemic threats,Neurobiology and Neuropathology,Cancer microenvironment,Cancer immunology","LIFE204,LIFE205,LIFE206,LIFE207,LIFE221,LIFE223,LIFE227,LIFE229,LIFE234,LIFE242"
201653330,Biological and Medical Sciences,"Laboratory,Field,Meta-analysis,Health Research,Grant proposal","Cardiotoxicity,Cardioprotection,Calcium regulation,Cell signalling,Cancer cell signalling","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201653614,Biochemistry,"Laboratory,Health Research,Computer modelling,Field,Education Research","Dental Innovation,Ophthalmology - biomaterials,Drug discovery,Drug safety,Cardiotoxicity","LIFE201,LIFE202,LIFE203,LIFE207,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201654125,Biological Sciences,"Outreach,Market Analysis,Health Research,Grant proposal,Laboratory","Cancer outreach,Cancer genetics,Global health,Cancer immunology,Protein structure and function","LIFE202,LIFE204,LIFE207,LIFE210,LIFE221,LIFE223,LIFE227,LIFE229,LIFE232,LIFE234"
201654304,Biological Sciences,"Systematic Review,Data analysis,Health Research,Grant proposal,Journalism","Infection biology,Emerging infections and pandemic threats,Global health,Musculoskeletal ageing,Drug safety","LIFE202,LIFE204,LIFE207,LIFE210,LIFE221,LIFE223,LIFE227,LIFE229,LIFE232,LIFE236"
201654386,Biological Sciences,"Field,Grant proposal,Journalism,Laboratory,School","Conservation  biology and environmental change,Working with local schools,Ecology,Evolution and adaptation,Educational research","LIFE210,LIFE211,LIFE212,LIFE213,LIFE223,LIFE227,LIFE233"
201654473,Biochemistry,"Meta-analysis,Journalism,Laboratory,Health Research,Systematic Review","Infection biology,Molecular cell biology,Human immunology,Plant science,Development","LIFE201,LIFE202,LIFE203,LIFE209,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201654532,Biological and Medical Sciences,"Laboratory,Field,Outreach,Computer modelling,Grant proposal","Cancer genetics,Cardiotoxicity,Ophtalmology - Tissue engineering and regenerative medicine,Drug discovery,Emerging infections and pandemic threats","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201654972,Biological and Medical Sciences,"Laboratory,Health Research,Bioinformatics,Systematic Review,Computer modelling","Musculoskeletal ageing,Cancer cell signalling,Neurobiology and Neuropathology,Musculoskeletal biology,Biomechanics","LIFE202,LIFE204,LIFE207,LIFE208,LIFE221,LIFE223,LIFE224,LIFE227,LIFE229"
201654978,Biological and Medical Sciences,"Laboratory,Health Research,Systematic Review,Meta-analysis,Data analysis","Cancer genetics,Cancer immunology,Cancer cell signalling,Cancer microenvironment,Cell signalling","LIFE202,LIFE204,LIFE207,LIFE208,LIFE209,LIFE223,LIFE225,LIFE227,LIFE228,LIFE237"
201655322,Anatomy and Human Biology,"Computer modelling,Laboratory,Image analysis,Meta-analysis,Grant proposal","Biomechanics,Ophthalmology - Tissue engineering and regenerative medicine,Neurobiology and Neuropathology,Anatomy,Cardiac electrophysiology","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201655765,Biological Sciences,"Meta-analysis,Grant proposal,Journalism,Systematic Review,Health Research","Neurobiology and Neuropathology,Cell signalling,Molecular cell biology,Cancer cell signalling,Clinical drug development","LIFE202,LIFE204,LIFE207,LIFE221,LIFE245"
201655771,Biological Sciences,"Systematic Review,Meta-analysis,Data analysis,Health Research,Image analysis","Cancer genetics,Cardiotoxicity,Cancer immunology,Clinical drug development,Development","LIFE204,LIFE205,LIFE206,LIFE207,LIFE208,LIFE223,LIFE227,LIFE229,LIFE232,LIFE234"
201655803,Biological Sciences,"Health Research,Laboratory,Systematic Review,Meta-analysis,Image analysis","Dental Innovation,Cardiac electrophysiology,Oral Microbiology,Cardioprotection,Anatomy","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE227,LIFE229,LIFE232,LIFE234"
201656452,Biological and Medical Sciences,"Systematic Review,Meta-analysis,Health Research,Laboratory,Data analysis","Cancer medicine,Cancer microenvironment,Musculoskeletal ageing,Gastrointestinal infections,Musculoskeletal biology","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201656598,Biological and Medical Sciences,"Laboratory,Field,Health Research,Meta-analysis,Data analysis","Infection biology,Human immunology,Sepsis and acute inflammatory conditions,Cancer immunology,Cancer medicine","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE228,LIFE229"
201656847,Biological and Medical Sciences,"Laboratory,Data analysis,Systematic Review,Meta-analysis,Market Analysis","Pre-clinical drug development,Drug discovery,Drug safety,Ophthalmology - in vitro model design,Ophthalmology - biomaterials","LIFE202,LIFE204,LIFE206,LIFE207,LIFE223,LIFE224,LIFE225,LIFE227,LIFE234,LIFE245"
201658024,Bioveterinary Sciences,"Field,Laboratory,Meta-analysis,Bioinformatics,Image analysis","Ruminant health and welfare,Companion animals  and health data,Wildlife and zoonotic disease,Animal behaviour,Animals in society","LIFE212,LIFE215,LIFE216,LIFE217,LIFE223,LIFE225,LIFE227,LIFE230,LIFE239,LIFE240"
201658045,Biological Sciences,"Laboratory,Field,Bioinformatics,Computer modelling,Image analysis","Cancer genetics,Drug discovery,Evolution and adaptation,Host-microbe biology and co-evolution,Clinical drug development","LIFE206,LIFE207,LIFE210,LIFE212,LIFE213,LIFE223,LIFE224,LIFE228,LIFE229,LIFE234"
201658272,Biological Sciences,"Bioinformatics,Laboratory,Meta-analysis,Data analysis,Computer modelling","Bioinformatics,Cancer genetics,Cardiotoxicity,Cancer cell signalling,Cell signalling","LIFE201,LIFE202,LIFE205,LIFE208,LIFE210,LIFE223,LIFE226,LIFE227,LIFE237,LIFE242"
201659074,Biological and Medical Sciences,"Laboratory,Field,Journalism,Systematic Review,Bioinformatics","Ophthalmology - in vitro model design,Ophthalmology - Tissue engineering and regenerative medicine,Cancer microenvironment,Anatomy,Sepsis and acute inflammatory conditions","LIFE202,LIFE204,LIFE205,LIFE207,LIFE210,LIFE223,LIFE224,LIFE225,LIFE227,LIFE229"
201659173,Biochemistry,"Laboratory,Health Research,Computer modelling,Field,Image analysis","Protein structure and function,Cancer immunology,Pre-clinical drug development,Cancer genetics,Cancer cell signalling","LIFE209,LIFE224,LIFE227,LIFE237,LIFE245"
201659595,Biochemistry,"Journalism,Laboratory,Field,Health Research,Meta-analysis","Musculoskeletal ageing,Cancer genetics,Molecular cell biology,Cell signalling,Cancer cell signalling","LIFE201,LIFE202,LIFE203,LIFE205,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201660192,Biological and Medical Sciences,"Laboratory,Health Research,Market Analysis,Field,Systematic Review","Clinical drug development,Drug discovery,Drug safety,Gastrointestinal infections,Sepsis and acute inflammatory conditions","LIFE201,LIFE202,LIFE204,LIFE207,LIFE208,LIFE223,LIFE225,LIFE227,LIFE228,LIFE229"
201660474,Zoology,"Field,Journalism,Outreach,Meta-analysis,Image analysis","Conservation  biology and environmental change,Animal behaviour,Animal welfare research,Companion animals  and health data,Animals in society","LIFE211,LIFE212,LIFE214,LIFE233,LIFE243"
201660589,Biochemistry,"Laboratory,Health Research,Data analysis,Outreach,Image analysis","Cancer cell signalling,Drug safety,Pre-clinical drug development,Cancer genetics,Drug discovery","LIFE201,LIFE202,LIFE203,LIFE204,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201661098,Biological and Medical Sciences,"Health Research,Journalism,Data analysis,Market Analysis,GIS analysis","Cardiac electrophysiology,Respiratory infections,Gastrointestinal infections,Musculoskeletal ageing,Cancer microenvironment","LIFE202,LIFE204,LIFE207,LIFE208,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE236"
201661704,Microbiology and Infection,"Laboratory,Grant proposal,Bioinformatics,Meta-analysis,Systematic Review","Emerging infections and pandemic threats,Infection biology,Host-microbe biology and co-evolution,Molecular cell biology,Cell signalling","LIFE202,LIFE208,LIFE209,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201661751,Biological and Medical Sciences,"Laboratory,GIS analysis,Health Research,Image analysis,Data analysis","Clinical drug development,Drug safety,Drug discovery,Pre-clinical drug development,Educational research","LIFE202,LIFE204,LIFE206,LIFE207,LIFE223,LIFE225,LIFE227,LIFE234,LIFE237,LIFE245"
